address_id,address,address2,district,city_id,postal_code,phone,last_update
278,144 South Hill Loop,,Guanajuato,445.0,2012.0,45387294817.0,2006-02-15 09:45:30
279,1884 Shikarpur Avenue,,Haryana,263.0,85548.0,959949395183.0,2006-02-15 09:45:30
280,1980 Kamjanets-Podilskyi Street,,Illinois,404.0,89502.0,874337098891.0,2006-02-15 09:45:30
281,1944 Bamenda Way,,Michigan,573.0,24645.0,75975221996.0,2006-02-15 09:45:30
282,556 Baybay Manor,,Oyo & Osun,374.0,55802.0,363982224739.0,2006-02-15 09:45:30
283,457 Tongliao Loop,,Bursa,222.0,56254.0,880756161823.0,2006-02-15 09:45:30
284,600 Bradford Street,,East Azerbaidzan,514.0,96204.0,117592274996.0,2006-02-15 09:45:30
285,1006 Santa Brbara dOeste Manor,,Ondo & Ekiti,389.0,36229.0,85059738746.0,2006-02-15 09:45:30
286,1308 Sumy Loop,,Fujian,175.0,30657.0,583021225407.0,2006-02-15 09:45:30
287,1405 Chisinau Place,,Ponce,411.0,8160.0,62781725285.0,2006-02-15 09:45:30
288,226 Halifax Street,,Xinxiang,277.0,58492.0,790651020929.0,2006-02-15 09:45:30
289,1279 Udine Parkway,,Edo & Delta,69.0,75860.0,195003555232.0,2006-02-15 09:45:30
290,1336 Benin City Drive,,Shiga,386.0,46044.0,341242939532.0,2006-02-15 09:45:30
291,1155 Liaocheng Place,,Oyo & Osun,152.0,22650.0,558236142492.0,2006-02-15 09:45:30
292,1993 Tabuk Lane,,Tamil Nadu,522.0,64221.0,648482415405.0,2006-02-15 09:45:30
293,86 Higashiosaka Lane,,Guanajuato,563.0,33768.0,957128697225.0,2006-02-15 09:45:30
294,1912 Allende Manor,,Kowloon and New Kowl,279.0,58124.0,172262454487.0,2006-02-15 09:45:30
295,544 Tarsus Boulevard,,Gurico,562.0,53145.0,892523334.0,2006-02-15 09:45:30
296,1936 Cuman Avenue,,Virginia,433.0,61195.0,976798660411.0,2006-02-15 09:45:30
297,1192 Tongliao Street,,Sharja,470.0,19065.0,350970907017.0,2006-02-15 09:45:30
298,44 Najafabad Way,,Baskimaa,146.0,61391.0,96604821070.0,2006-02-15 09:45:30
299,32 Pudukkottai Lane,,Ohio,140.0,38834.0,967274728547.0,2006-02-15 09:45:30
300,661 Chisinau Lane,,Pietari,274.0,8856.0,816436065431.0,2006-02-15 09:45:30
301,951 Stara Zagora Manor,,Punjab,400.0,98573.0,429925609431.0,2006-02-15 09:45:30
302,922 Vila Velha Loop,,Maharashtra,9.0,4085.0,510737228015.0,2006-02-15 09:45:30
303,898 Jining Lane,,Pohjois-Pohjanmaa,387.0,40070.0,161643343536.0,2006-02-15 09:45:30
304,1635 Kuwana Boulevard,,Hiroshima,205.0,52137.0,710603868323.0,2006-02-15 09:45:30
305,41 El Alto Parkway,,Maharashtra,398.0,56883.0,51917807050.0,2006-02-15 09:45:30
306,1883 Maikop Lane,,Kaliningrad,254.0,68469.0,96110042435.0,2006-02-15 09:45:30
307,1908 Gaziantep Place,,Liaoning,536.0,58979.0,108053751300.0,2006-02-15 09:45:30
308,687 Alessandria Parkway,,Sanaa,455.0,57587.0,407218522294.0,2006-02-15 09:45:30
309,827 Yuncheng Drive,,Callao,99.0,79047.0,504434452842.0,2006-02-15 09:45:30
310,913 Coacalco de Berriozbal Loop,,Texas,33.0,42141.0,262088367001.0,2006-02-15 09:45:30
311,715 So Bernardo do Campo Lane,,Kedah,507.0,84804.0,181179321332.0,2006-02-15 09:45:30
312,1354 Siegen Street,,Rio de Janeiro,25.0,80184.0,573441801529.0,2006-02-15 09:45:30
313,1191 Sungai Petani Boulevard,,Missouri,262.0,9668.0,983259819766.0,2006-02-15 09:45:30
314,1224 Huejutla de Reyes Boulevard,,Lombardia,91.0,70923.0,806016930576.0,2006-02-15 09:45:30
315,543 Bergamo Avenue,,Minas Gerais,215.0,59686.0,103602195112.0,2006-02-15 09:45:30
316,746 Joliet Lane,,Kursk,286.0,94878.0,688485191923.0,2006-02-15 09:45:30
317,780 Kimberley Way,,Tabuk,515.0,17032.0,824396883951.0,2006-02-15 09:45:30
318,1774 Yaound Place,,Hubei,166.0,91400.0,613124286867.0,2006-02-15 09:45:30
319,1957 Yantai Lane,,So Paulo,490.0,59255.0,704948322302.0,2006-02-15 09:45:30
320,1542 Lubumbashi Boulevard,,Tel Aviv,57.0,62472.0,508800331065.0,2006-02-15 09:45:30
321,651 Pathankot Loop,,Maharashtra,336.0,59811.0,139378397418.0,2006-02-15 09:45:30
322,1359 Zhoushan Parkway,,Streymoyar,545.0,29763.0,46568045367.0,2006-02-15 09:45:30
323,1769 Iwaki Lane,,Kujawsko-Pomorskie,97.0,25787.0,556100547674.0,2006-02-15 09:45:30
324,1145 Vilnius Manor,,Mxico,451.0,73170.0,674805712553.0,2006-02-15 09:45:30
325,1892 Nabereznyje Telny Lane,,Tutuila,516.0,28396.0,478229987054.0,2006-02-15 09:45:30
326,470 Boksburg Street,,Central,81.0,97960.0,908029859266.0,2006-02-15 09:45:30
327,1427 A Corua (La Corua) Place,,Buenos Aires,45.0,85799.0,972574862516.0,2006-02-15 09:45:30
328,479 San Felipe del Progreso Avenue,,Morelos,130.0,54949.0,869051782691.0,2006-02-15 09:45:30
329,867 Benin City Avenue,,Henan,591.0,78543.0,168884817145.0,2006-02-15 09:45:30
330,981 Kumbakonam Place,,Distrito Federal,89.0,87611.0,829116184079.0,2006-02-15 09:45:30
331,1016 Iwakuni Street,,St George,269.0,49833.0,961370847344.0,2006-02-15 09:45:30
332,663 Baha Blanca Parkway,,Adana,5.0,33463.0,834418779292.0,2006-02-15 09:45:30
333,1860 Taguig Loop,,West Java,119.0,59550.0,38158430589.0,2006-02-15 09:45:30
334,1816 Bydgoszcz Loop,,Dhaka,234.0,64308.0,965273813662.0,2006-02-15 09:45:30
335,587 Benguela Manor,,Illinois,42.0,91590.0,165450987037.0,2006-02-15 09:45:30
336,430 Kumbakonam Drive,,Santa F,457.0,28814.0,105470691550.0,2006-02-15 09:45:30
337,1838 Tabriz Lane,,Dhaka,143.0,1195.0,38988715447.0,2006-02-15 09:45:30
338,431 Szkesfehrvr Avenue,,Baki,48.0,57828.0,119501405123.0,2006-02-15 09:45:30
339,503 Sogamoso Loop,,Sumqayit,505.0,49812.0,834626715837.0,2006-02-15 09:45:30
340,507 Smolensk Loop,,Sousse,492.0,22971.0,80303246192.0,2006-02-15 09:45:30
341,1920 Weifang Avenue,,Uttar Pradesh,427.0,15643.0,869507847714.0,2006-02-15 09:45:30
342,124 al-Manama Way,,Hiroshima,382.0,52368.0,647899404952.0,2006-02-15 09:45:30
343,1443 Mardan Street,,Western Cape,392.0,31483.0,231383037471.0,2006-02-15 09:45:30
344,1909 Benguela Lane,,Henan,581.0,19913.0,624138001031.0,2006-02-15 09:45:30
345,68 Ponce Parkway,,Hanoi,201.0,85926.0,870635127812.0,2006-02-15 09:45:30
346,1217 Konotop Avenue,,Gelderland,151.0,504.0,718917251754.0,2006-02-15 09:45:30
347,1293 Nam Dinh Way,,Roraima,84.0,71583.0,697656479977.0,2006-02-15 09:45:30
348,785 Vaduz Street,,Baja California,335.0,36170.0,895616862749.0,2006-02-15 09:45:30
349,1516 Escobar Drive,,Tongatapu,370.0,46069.0,64536069371.0,2006-02-15 09:45:30
350,1628 Nagareyama Lane,,Central,453.0,60079.0,20064292617.0,2006-02-15 09:45:30
351,1157 Nyeri Loop,,Adygea,320.0,56380.0,262744791493.0,2006-02-15 09:45:30
352,1673 Tangail Drive,,Daugavpils,137.0,26857.0,627924259271.0,2006-02-15 09:45:30
353,381 Kabul Way,,Taipei,209.0,87272.0,55477302294.0,2006-02-15 09:45:30
354,953 Hodeida Street,,Southern Tagalog,221.0,18841.0,53912826864.0,2006-02-15 09:45:30
355,469 Nakhon Sawan Street,,Tuvassia,531.0,58866.0,689199636560.0,2006-02-15 09:45:30
356,1378 Beira Loop,,Krasnojarsk,597.0,40792.0,840957664136.0,2006-02-15 09:45:30
357,1641 Changhwa Place,,Nord-Ouest,52.0,37636.0,256546485220.0,2006-02-15 09:45:30
358,1698 Southport Loop,,Hidalgo,393.0,49009.0,754358349853.0,2006-02-15 09:45:30
359,519 Nyeri Manor,,So Paulo,461.0,37650.0,764680915323.0,2006-02-15 09:45:30
360,619 Hunuco Avenue,,Shimane,331.0,81508.0,142596392389.0,2006-02-15 09:45:30
361,45 Aparecida de Goinia Place,,Madhya Pradesh,464.0,7431.0,650496654258.0,2006-02-15 09:45:30
362,482 Kowloon and New Kowloon Manor,,Bratislava,90.0,97056.0,738968474939.0,2006-02-15 09:45:30
363,604 Bern Place,,Jharkhand,429.0,5373.0,620719383725.0,2006-02-15 09:45:30
364,1623 Kingstown Drive,,Buenos Aires,20.0,91299.0,296394569728.0,2006-02-15 09:45:30
365,1009 Zanzibar Lane,,Arecibo,32.0,64875.0,102396298916.0,2006-02-15 09:45:30
366,114 Jalib al-Shuyukh Manor,,Centre,585.0,60440.0,845378657301.0,2006-02-15 09:45:30
367,1163 London Parkway,,Par,66.0,6066.0,675120358494.0,2006-02-15 09:45:30
368,1658 Jastrzebie-Zdrj Loop,,Central,372.0,96584.0,568367775448.0,2006-02-15 09:45:30
369,817 Laredo Avenue,,Jalisco,188.0,77449.0,151249681135.0,2006-02-15 09:45:30
370,1565 Tangail Manor,,Okinawa,377.0,45750.0,634445428822.0,2006-02-15 09:45:30
371,1912 Emeishan Drive,,Balikesir,50.0,33050.0,99883471275.0,2006-02-15 09:45:30
372,230 Urawa Drive,,Andhra Pradesh,8.0,2738.0,166898395731.0,2006-02-15 09:45:30
373,1922 Miraj Way,,Esfahan,356.0,13203.0,320471479776.0,2006-02-15 09:45:30
374,433 Florencia Street,,Chihuahua,250.0,91330.0,561729882725.0,2006-02-15 09:45:30
375,1049 Matamoros Parkway,,Karnataka,191.0,69640.0,960505250340.0,2006-02-15 09:45:30
376,1061 Ede Avenue,,Southern Tagalog,98.0,57810.0,333390595558.0,2006-02-15 09:45:30
377,154 Oshawa Manor,,East Java,415.0,72771.0,440365973660.0,2006-02-15 09:45:30
378,1191 Tandil Drive,,Southern Tagalog,523.0,6362.0,45554316010.0,2006-02-15 09:45:30
379,1133 Rizhao Avenue,,Pernambuco,572.0,2800.0,600264533987.0,2006-02-15 09:45:30
380,1519 Santiago de los Caballeros Loop,,East Kasai,348.0,22025.0,409315295763.0,2006-02-15 09:45:30
381,1618 Olomouc Manor,,Kurgan,285.0,26385.0,96846695220.0,2006-02-15 09:45:30
382,220 Hidalgo Drive,,Kermanshah,265.0,45298.0,342720754566.0,2006-02-15 09:45:30
383,686 Donostia-San Sebastin Lane,,Guangdong,471.0,97390.0,71857599858.0,2006-02-15 09:45:30
384,97 Mogiljov Lane,,Gujarat,73.0,89294.0,924815207181.0,2006-02-15 09:45:30
385,1642 Charlotte Amalie Drive,,Slaskie,549.0,75442.0,821476736117.0,2006-02-15 09:45:30
386,1368 Maracabo Boulevard,,,493.0,32716.0,934352415130.0,2006-02-15 09:45:30
387,401 Sucre Boulevard,,New Hampshire,322.0,25007.0,486395999608.0,2006-02-15 09:45:30
388,368 Hunuco Boulevard,,Namibe,360.0,17165.0,106439158941.0,2006-02-15 09:45:30
389,500 Lincoln Parkway,,Jiangsu,210.0,95509.0,550306965159.0,2006-02-15 09:45:30
390,102 Chapra Drive,,Ibaragi,521.0,14073.0,776031833752.0,2006-02-15 09:45:30
391,1793 Meixian Place,,Hmelnytskyi,258.0,33535.0,619966287415.0,2006-02-15 09:45:30
392,514 Ife Way,,Shaba,315.0,69973.0,900235712074.0,2006-02-15 09:45:30
393,717 Changzhou Lane,,Southern Tagalog,104.0,21615.0,426255288071.0,2006-02-15 09:45:30
394,753 Ilorin Avenue,,Sichuan,157.0,3656.0,464511145118.0,2006-02-15 09:45:30
395,1337 Mit Ghamr Avenue,,Nakhon Sawan,358.0,29810.0,175283210378.0,2006-02-15 09:45:30
396,767 Pyongyang Drive,,Osaka,229.0,83536.0,667736124769.0,2006-02-15 09:45:30
397,614 Pak Kret Street,,Addis Abeba,6.0,27796.0,47808359842.0,2006-02-15 09:45:30
398,954 Lapu-Lapu Way,,Moskova,278.0,8816.0,737229003916.0,2006-02-15 09:45:30
399,331 Bydgoszcz Parkway,,Asturia,181.0,966.0,537374465982.0,2006-02-15 09:45:30
400,1152 Citrus Heights Manor,,al-Qadarif,15.0,5239.0,765957414528.0,2006-02-15 09:45:30
401,168 Cianjur Manor,,Saitama,228.0,73824.0,679095087143.0,2006-02-15 09:45:30
402,616 Hagonoy Avenue,,Krasnojarsk,39.0,46043.0,604177838256.0,2006-02-15 09:45:30
403,1190 0 Place,,Rio Grande do Sul,44.0,10417.0,841876514789.0,2006-02-15 09:45:30
404,734 Bchar Place,,Punjab,375.0,30586.0,280578750435.0,2006-02-15 09:45:30
405,530 Lausanne Lane,,Texas,135.0,11067.0,775235029633.0,2006-02-15 09:45:30
406,454 Patiala Lane,,Fukushima,276.0,13496.0,794553031307.0,2006-02-15 09:45:30
407,1346 Mysore Drive,,Bretagne,92.0,61507.0,516647474029.0,2006-02-15 09:45:30
408,990 Etawah Loop,,Tamil Nadu,564.0,79940.0,206169448769.0,2006-02-15 09:45:30
409,1266 Laredo Parkway,,Saitama,380.0,7664.0,1483365694.0,2006-02-15 09:45:30
410,88 Nagaon Manor,,Buenos Aires,524.0,86868.0,779461480495.0,2006-02-15 09:45:30
411,264 Bhimavaram Manor,,St Thomas,111.0,54749.0,302526949177.0,2006-02-15 09:45:30
412,1639 Saarbrcken Drive,,North West,437.0,9827.0,328494873422.0,2006-02-15 09:45:30
413,692 Amroha Drive,,Northern,230.0,35575.0,359478883004.0,2006-02-15 09:45:30
414,1936 Lapu-Lapu Parkway,,Bauchi & Gombe,141.0,7122.0,653436985797.0,2006-02-15 09:45:30
415,432 Garden Grove Street,,Ontario,430.0,65630.0,615964523510.0,2006-02-15 09:45:30
416,1445 Carmen Parkway,,West Java,117.0,70809.0,598912394463.0,2006-02-15 09:45:30
417,791 Salinas Street,,Punjab,208.0,40509.0,129953030512.0,2006-02-15 09:45:30
418,126 Acua Parkway,,West Bengali,71.0,58888.0,480039662421.0,2006-02-15 09:45:30
419,397 Sunnyvale Avenue,,Guanajuato,19.0,55566.0,680851640676.0,2006-02-15 09:45:30
420,992 Klerksdorp Loop,,Utrecht,23.0,33711.0,855290087237.0,2006-02-15 09:45:30
421,966 Arecibo Loop,,Sind,134.0,94018.0,15273765306.0,2006-02-15 09:45:30
422,289 Santo Andr Manor,,al-Sharqiya,16.0,72410.0,214976066017.0,2006-02-15 09:45:30
423,437 Chungho Drive,,Puerto Plata,450.0,59489.0,491271355190.0,2006-02-15 09:45:30
424,1948 Bayugan Parkway,,Bihar,264.0,60622.0,987306329957.0,2006-02-15 09:45:30
425,1866 al-Qatif Avenue,,California,155.0,89420.0,546793516940.0,2006-02-15 09:45:30
426,1661 Abha Drive,,Tamil Nadu,416.0,14400.0,270456873752.0,2006-02-15 09:45:30
427,1557 Cape Coral Parkway,,Hubei,293.0,46875.0,368284120423.0,2006-02-15 09:45:30
428,1727 Matamoros Place,,Sawhaj,465.0,78813.0,129673677866.0,2006-02-15 09:45:30
429,1269 Botosani Manor,,Guangdong,468.0,47394.0,736517327853.0,2006-02-15 09:45:30
430,355 Vitria de Santo Anto Way,,Oaxaca,452.0,81758.0,548003849552.0,2006-02-15 09:45:30
431,1596 Acua Parkway,,Jharkhand,418.0,70425.0,157133457169.0,2006-02-15 09:45:30
432,259 Ipoh Drive,,So Paulo,189.0,64964.0,419009857119.0,2006-02-15 09:45:30
433,1823 Hoshiarpur Lane,,Komi,510.0,33191.0,307133768620.0,2006-02-15 09:45:30
434,1404 Taguig Drive,,Okayama,547.0,87212.0,572068624538.0,2006-02-15 09:45:30
435,740 Udaipur Lane,,Nizni Novgorod,150.0,33505.0,497288595103.0,2006-02-15 09:45:30
436,287 Cuautla Boulevard,,Chuquisaca,501.0,72736.0,82619513349.0,2006-02-15 09:45:30
437,1766 Almirante Brown Street,,KwaZulu-Natal,364.0,63104.0,617567598243.0,2006-02-15 09:45:30
438,596 Huixquilucan Place,,Nampula,351.0,65892.0,342709348083.0,2006-02-15 09:45:30
439,1351 Aparecida de Goinia Parkway,,Northern Mindanao,391.0,41775.0,959834530529.0,2006-02-15 09:45:30
440,722 Bradford Lane,,Shandong,249.0,90920.0,746251338300.0,2006-02-15 09:45:30
441,983 Santa F Way,,British Colombia,565.0,47472.0,145720452260.0,2006-02-15 09:45:30
442,1245 Ibirit Way,,La Romana,290.0,40926.0,331888642162.0,2006-02-15 09:45:30
443,1836 Korla Parkway,,Copperbelt,272.0,55405.0,689681677428.0,2006-02-15 09:45:30
444,231 Kaliningrad Place,,Lombardia,70.0,57833.0,575081026569.0,2006-02-15 09:45:30
445,495 Bhimavaram Lane,,Maharashtra,144.0,3.0,82088937724.0,2006-02-15 09:45:30
446,1924 Shimonoseki Drive,,Batna,59.0,52625.0,406784385440.0,2006-02-15 09:45:30
447,105 Dzerzinsk Manor,,Inner Mongolia,540.0,48570.0,240776414296.0,2006-02-15 09:45:30
448,614 Denizli Parkway,,Rio Grande do Sul,486.0,29444.0,876491807547.0,2006-02-15 09:45:30
449,1289 Belm Boulevard,,Tartumaa,530.0,88306.0,237368926031.0,2006-02-15 09:45:30
450,203 Tambaram Street,,Buenos Aires,161.0,73942.0,411549550611.0,2006-02-15 09:45:30
451,1704 Tambaram Manor,,West Bengali,554.0,2834.0,39463554936.0,2006-02-15 09:45:30
452,207 Cuernavaca Loop,,Tatarstan,352.0,52671.0,782900030287.0,2006-02-15 09:45:30
453,319 Springs Loop,,Baijeri,160.0,99552.0,72524459905.0,2006-02-15 09:45:30
454,956 Nam Dinh Manor,,Kerman,481.0,21872.0,474047727727.0,2006-02-15 09:45:30
455,1947 Paarl Way,,Central Java,509.0,23636.0,834061016202.0,2006-02-15 09:45:30
456,814 Simferopol Loop,,Sinaloa,154.0,48745.0,524567129902.0,2006-02-15 09:45:30
457,535 Ahmadnagar Manor,,Abu Dhabi,3.0,41136.0,985109775584.0,2006-02-15 09:45:30
458,138 Caracas Boulevard,,Zulia,326.0,16790.0,974433019532.0,2006-02-15 09:45:30
459,251 Florencia Drive,,Michoacn de Ocampo,556.0,16119.0,118011831565.0,2006-02-15 09:45:30
460,659 Gatineau Boulevard,,La Paz,153.0,28587.0,205524798287.0,2006-02-15 09:45:30
461,1889 Valparai Way,,Ziguinchor,600.0,75559.0,670370974122.0,2006-02-15 09:45:30
462,1485 Bratislava Place,,Illinois,435.0,83183.0,924663855568.0,2006-02-15 09:45:30
463,935 Aden Boulevard,,Central Java,532.0,64709.0,335052544020.0,2006-02-15 09:45:30
464,76 Kermanshah Manor,,Esfahan,423.0,23343.0,762361821578.0,2006-02-15 09:45:30
465,734 Tanshui Avenue,,Caquet,170.0,70664.0,366776723320.0,2006-02-15 09:45:30
466,118 Jaffna Loop,,Northern Mindanao,182.0,10447.0,325526730021.0,2006-02-15 09:45:30
467,1621 Tongliao Avenue,,Irkutsk,558.0,22173.0,209342540247.0,2006-02-15 09:45:30
468,1844 Usak Avenue,,Nova Scotia,196.0,84461.0,164414772677.0,2006-02-15 09:45:30
469,1872 Toulon Loop,,OHiggins,428.0,7939.0,928809465153.0,2006-02-15 09:45:30
470,1088 Ibirit Place,,Jalisco,595.0,88502.0,49084281333.0,2006-02-15 09:45:30
471,1322 Mosul Parkway,,Shandong,145.0,95400.0,268053970382.0,2006-02-15 09:45:30
472,1447 Chatsworth Place,,Chihuahua,129.0,41545.0,769370126331.0,2006-02-15 09:45:30
473,1257 Guadalajara Street,,Karnataka,78.0,33599.0,195337700615.0,2006-02-15 09:45:30
474,1469 Plock Lane,,Galicia,388.0,95835.0,622884741180.0,2006-02-15 09:45:30
475,434 Ourense (Orense) Manor,,Hodeida,206.0,14122.0,562370137426.0,2006-02-15 09:45:30
476,270 Tambaram Parkway,,Gauteng,244.0,9668.0,248446668735.0,2006-02-15 09:45:30
477,1786 Salinas Place,,Nam Ha,359.0,66546.0,206060652238.0,2006-02-15 09:45:30
478,1078 Stara Zagora Drive,,Aceh,301.0,69221.0,932992626595.0,2006-02-15 09:45:30
479,1854 Okara Boulevard,,Drenthe,158.0,42123.0,131912793873.0,2006-02-15 09:45:30
480,421 Yaound Street,,Sumy,385.0,11363.0,726875628268.0,2006-02-15 09:45:30
481,1153 Allende Way,,Qubec,179.0,20336.0,856872225376.0,2006-02-15 09:45:30
482,808 Naala-Porto Parkway,,England,500.0,41060.0,553452430707.0,2006-02-15 09:45:30
483,632 Usolje-Sibirskoje Parkway,,Ha Darom,36.0,73085.0,667648979883.0,2006-02-15 09:45:30
484,98 Pyongyang Boulevard,,Ohio,11.0,88749.0,191958435142.0,2006-02-15 09:45:30
485,984 Novoterkassk Loop,,Gaziantep,180.0,28165.0,435118527255.0,2006-02-15 09:45:30
486,64 Korla Street,,Mwanza,347.0,25145.0,510383179153.0,2006-02-15 09:45:30
487,1785 So Bernardo do Campo Street,,Veracruz,125.0,71182.0,684529463244.0,2006-02-15 09:45:30
488,698 Jelets Boulevard,,Denizli,142.0,2596.0,975185523021.0,2006-02-15 09:45:30
489,1297 Alvorada Parkway,,Ningxia,587.0,11839.0,508348602835.0,2006-02-15 09:45:30
490,1909 Dayton Avenue,,Guangdong,469.0,88513.0,702955450528.0,2006-02-15 09:45:30
491,1789 Saint-Denis Parkway,,Coahuila de Zaragoza,4.0,8268.0,936806643983.0,2006-02-15 09:45:30
492,185 Mannheim Lane,,Stavropol,408.0,23661.0,589377568313.0,2006-02-15 09:45:30
493,184 Mandaluyong Street,,Baja California Sur,288.0,94239.0,488425406814.0,2006-02-15 09:45:30
494,591 Sungai Petani Drive,,Okayama,376.0,46400.0,37247325001.0,2006-02-15 09:45:30
495,656 Matamoros Drive,,Boyac,487.0,19489.0,17305839123.0,2006-02-15 09:45:30
496,775 ostka Drive,,al-Daqahliya,337.0,22358.0,171973024401.0,2006-02-15 09:45:30
497,1013 Tabuk Boulevard,,West Bengali,261.0,96203.0,158399646978.0,2006-02-15 09:45:30
498,319 Plock Parkway,,Istanbul,504.0,26101.0,854259976812.0,2006-02-15 09:45:30
499,1954 Kowloon and New Kowloon Way,,Chimborazo,434.0,63667.0,898559280434.0,2006-02-15 09:45:30
500,362 Rajkot Lane,,Gansu,47.0,98030.0,962020153680.0,2006-02-15 09:45:30
501,1060 Tandil Lane,,Shandong,432.0,72349.0,211256301880.0,2006-02-15 09:45:30
502,1515 Korla Way,,England,589.0,57197.0,959467760895.0,2006-02-15 09:45:30
503,1416 San Juan Bautista Tuxtepec Avenue,,Zufar,444.0,50592.0,144206758053.0,2006-02-15 09:45:30
504,1 Valle de Santiago Avenue,,Apulia,93.0,86208.0,465897838272.0,2006-02-15 09:45:30
505,519 Brescia Parkway,,East Java,318.0,69504.0,793996678771.0,2006-02-15 09:45:30
506,414 Mandaluyong Street,,Lubelskie,314.0,16370.0,52709222667.0,2006-02-15 09:45:30
507,1197 Sokoto Boulevard,,West Bengali,478.0,87687.0,868602816371.0,2006-02-15 09:45:30
508,496 Celaya Drive,,Nagano,552.0,90797.0,759586584889.0,2006-02-15 09:45:30
509,786 Matsue Way,,Illinois,245.0,37469.0,111177206479.0,2006-02-15 09:45:30
510,48 Maracabo Place,,Central Luzon,519.0,1570.0,82671830126.0,2006-02-15 09:45:30
511,1152 al-Qatif Lane,,Kalimantan Barat,412.0,44816.0,131370665218.0,2006-02-15 09:45:30
512,1269 Ipoh Avenue,,Eskisehir,163.0,54674.0,402630109080.0,2006-02-15 09:45:30
513,758 Korolev Parkway,,Andhra Pradesh,568.0,75474.0,441628280920.0,2006-02-15 09:45:30
514,1747 Rustenburg Place,,Bihar,110.0,51369.0,442673923363.0,2006-02-15 09:45:30
515,886 Tonghae Place,,Volgograd,259.0,19450.0,711928348157.0,2006-02-15 09:45:30
516,1574 Goinia Boulevard,,Heilongjiang,502.0,39529.0,59634255214.0,2006-02-15 09:45:30
517,548 Uruapan Street,,Ontario,312.0,35653.0,879347453467.0,2006-02-15 09:45:30
519,962 Tama Loop,,,583.0,65952.0,282667506728.0,2006-02-15 09:45:30
520,1778 Gijn Manor,,Hubei,594.0,35156.0,288910576761.0,2006-02-15 09:45:30
521,568 Dhule (Dhulia) Loop,,Coquimbo,127.0,92568.0,602101369463.0,2006-02-15 09:45:30
522,1768 Udine Loop,,Battambang,60.0,32347.0,448876499197.0,2006-02-15 09:45:30
523,608 Birgunj Parkway,,Taipei,116.0,400.0,627425618482.0,2006-02-15 09:45:30
524,680 A Corua (La Corua) Manor,,Sivas,482.0,49806.0,158326114853.0,2006-02-15 09:45:30
525,1949 Sanya Street,,Gumma,224.0,61244.0,132100972047.0,2006-02-15 09:45:30
526,617 Klerksdorp Place,,Khanh Hoa,366.0,94707.0,574973479129.0,2006-02-15 09:45:30
527,1993 0 Loop,,Liaoning,588.0,41214.0,25865528181.0,2006-02-15 09:45:30
528,1176 Southend-on-Sea Manor,,Southern Tagalog,458.0,81651.0,236679267178.0,2006-02-15 09:45:30
529,600 Purnea (Purnia) Avenue,,Nghe An,571.0,18043.0,638409958875.0,2006-02-15 09:45:30
530,1003 Qinhuangdao Street,,West Java,419.0,25972.0,35533115997.0,2006-02-15 09:45:30
531,1986 Sivas Place,,Friuli-Venezia Giuli,551.0,95775.0,182059202712.0,2006-02-15 09:45:30
532,1427 Tabuk Place,,Florida,101.0,31342.0,214756839122.0,2006-02-15 09:45:30
533,556 Asuncin Way,,Mogiljov,339.0,35364.0,338244023543.0,2006-02-15 09:45:30
534,486 Ondo Parkway,,Benguela,67.0,35202.0,105882218332.0,2006-02-15 09:45:30
535,635 Brest Manor,,Andhra Pradesh,75.0,40899.0,80593242951.0,2006-02-15 09:45:30
536,166 Jinchang Street,,Buenos Aires,165.0,86760.0,717566026669.0,2006-02-15 09:45:30
537,958 Sagamihara Lane,,Mie,287.0,88408.0,427274926505.0,2006-02-15 09:45:30
538,1817 Livorno Way,,Khanh Hoa,100.0,79401.0,478380208348.0,2006-02-15 09:45:30
539,1332 Gaziantep Lane,,Shandong,80.0,22813.0,383353187467.0,2006-02-15 09:45:30
540,949 Allende Lane,,Uttar Pradesh,24.0,67521.0,122981120653.0,2006-02-15 09:45:30
541,195 Ilorin Street,,Chari-Baguirmi,363.0,49250.0,8912935608.0,2006-02-15 09:45:30
542,193 Bhusawal Place,,Kang-won,539.0,9750.0,745267607502.0,2006-02-15 09:45:30
543,43 Vilnius Manor,,Colorado,42.0,79814.0,484500282381.0,2006-02-15 09:45:30
544,183 Haiphong Street,,Jilin,46.0,69953.0,488600270038.0,2006-02-15 09:45:30
545,163 Augusta-Richmond County Loop,,Carabobo,561.0,33030.0,754579047924.0,2006-02-15 09:45:30
546,191 Jos Azueta Parkway,,Ruse,436.0,13629.0,932156667696.0,2006-02-15 09:45:30
547,379 Lublin Parkway,,Toscana,309.0,74568.0,921960450089.0,2006-02-15 09:45:30
548,1658 Cuman Loop,,Sumatera Selatan,396.0,51309.0,784907335610.0,2006-02-15 09:45:30
549,454 Qinhuangdao Drive,,Tadla-Azilal,68.0,25866.0,786270036240.0,2006-02-15 09:45:30
550,1715 Okayama Street,,So Paulo,485.0,55676.0,169352919175.0,2006-02-15 09:45:30
551,182 Nukualofa Drive,,Sumy,275.0,15414.0,426346224043.0,2006-02-15 09:45:30
552,390 Wroclaw Way,,Hainan,462.0,5753.0,357593328658.0,2006-02-15 09:45:30
553,1421 Quilmes Lane,,Ishikawa,260.0,19151.0,135407755975.0,2006-02-15 09:45:30
554,947 Trshavn Place,,Central Luzon,528.0,841.0,50898428626.0,2006-02-15 09:45:30
